Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,clust
21855,0,2500,2500,2500,200,3,0,0,5383,1
40576,0,2500,2500,2500,0,0,0,0,5118,1
59791,0,2500,2500,2500,3254,7,0,0,4602,1
126947,0,2500,2500,2500,2350,2,350,1,5167,1
189235,0,17500,2500,2500,20487,20,0,0,5282,1
38604,0,2500,2500,2500,625,5,0,0,5184,1
73008,0,17500,2500,2500,12930,18,0,0,5050,1
62942,500,2500,2500,2500,4752,8,2121,6,5070,1
33057,763,2500,2500,2500,5190,5,0,0,4828,1
38671,0,2500,2500,2500,2200,9,1000,5,5192,1
228529,0,5000,2500,2500,24687,14,500,1,4924,1
46272,0,2500,2500,2500,5720,10,800,3,5092,1
113758,0,17500,2500,2500,12616,14,0,0,5199,1
105458,0,2500,2500,2500,750,4,700,2,4924,1
82270,0,5000,2500,2500,24612,6,0,0,5270,1
97155,0,5000,2500,2500,10004,3,0,0,5244,1
153197,0,5000,2500,2500,14712,17,100,1,5189,1
55864,0,2500,2500,2500,3691,6,500,1,5251,1
46545,1000,2500,2500,2500,0,0,0,0,5066,1
45031,0,2500,2500,2500,1000,1,0,0,5227,1
54189,0,5000,2500,2500,8940,17,0,0,4791,1
56308,0,2500,2500,2500,2500,3,1000,2,4688,1
45412,0,2500,2500,2500,1100,3,1100,3,5163,1
16866,0,2500,2500,2500,0,0,0,0,5072,1
31786,0,2500,2500,2500,2661,10,0,0,5380,1
57002,0,2500,2500,2500,2570,13,0,0,5350,1
320997,2556,50000,2500,2500,82255,24,0,0,5345,1
156041,0,5000,2500,2500,5644,13,0,0,5324,1
49145,0,2500,5000,2500,12755,22,2450,7,5323,1
37552,0,2500,2500,2500,100,1,0,0,5340,1
210350,0,50000,2500,2500,56754,14,0,0,5302,1
32061,0,2500,2500,2500,1100,6,0,0,5295,1
355145,0,50000,2500,2500,61926,29,806,8,5288,1
221432,0,32500,2500,2500,31975,21,0,0,5275,1
43761,0,2500,2500,2500,5398,16,0,0,5268,1
21393,0,2500,2500,2500,5040,2,0,0,5262,1
108950,0,2500,2500,2500,3300,9,3300,9,5259,1
176982,0,2500,2500,2500,2299,9,0,0,5234,1
144848,0,32500,2500,2500,37056,15,0,0,5219,1
25404,0,2500,2500,2500,2125,7,500,1,5203,1
34584,0,2500,2500,2500,6962,21,1500,7,5202,1
168897,0,32500,2500,2500,37451,24,400,2,5189,1
18068,0,2500,2500,2500,0,0,0,0,5174,1
26561,0,2500,2500,2500,100,1,0,0,4926,1
29667,0,2500,2500,2500,5304,19,0,0,4841,1
88093,0,17500,2500,2500,15518,13,343,1,4660,1
472241,500,2500,2500,2500,3600,12,3500,11,5045,1
44665,0,2500,2500,2500,333,2,333,2,3601,1
22639,0,2500,2500,2500,1840,4,0,0,5168,1
120152,0,2500,2500,2500,6250,27,3750,26,4497,1
51402,0,2500,2500,2500,4375,14,0,0,4978,1
32749,0,2500,2500,2500,450,3,450,3,5050,1
18924,0,2500,2500,2500,4000,18,0,0,5168,1
193547,0,2500,2500,2500,3544,12,0,0,5153,1
57927,0,2500,2500,2500,1500,3,1500,3,5149,1
66936,2370,2500,2500,2500,3450,5,950,4,5147,1
72178,0,2500,2500,2500,2100,10,0,0,5139,1
33964,0,2500,2500,2500,300,3,0,0,5128,1
94272,0,17500,2500,2500,11098,16,0,0,5121,1
53360,0,2500,2500,2500,7251,5,6251,4,5120,1
147822,0,32500,2500,2500,42469,18,0,0,5107,1
190208,0,32500,2500,2500,37122,38,1800,6,5091,1
89835,0,5000,2500,2500,9058,11,0,0,5080,1
46734,0,5000,2500,2500,10007,18,0,0,5080,1
315273,0,2500,2500,2500,12584,9,4084,4,5079,1
139882,0,32500,2500,2500,47089,15,0,0,4859,1
57330,0,2500,2500,2500,380,3,0,0,4986,1
33560,0,2500,2500,2500,2600,14,0,0,4604,1
53210,0,2500,2500,2500,11422,10,0,0,4993,1
29632,0,2500,2500,2500,0,0,0,0,4898,1
164307,0,17500,2500,2500,21704,14,0,0,4023,1
36296,0,2500,2500,2500,5780,6,0,0,4600,1
190429,6168,2500,2500,2500,27500,11,1500,3,4974,1
35094,0,2500,2500,2500,4000,11,0,0,4944,1
208804,0,50000,2500,2500,56204,31,500,1,4429,1
30662,0,2500,2500,2500,0,0,0,0,4996,1
157452,0,32500,2500,2500,45312,18,0,0,4471,1
24266,0,2500,2500,2500,2375,12,0,0,4111,1
42275,925,2500,2500,2500,4100,6,1600,5,4712,1
59162,0,2500,2500,2500,2520,7,0,0,4726,1
30486,0,2500,2500,2500,0,0,0,0,5051,1
240904,2288,32500,2500,2500,63385,22,350,1,5045,1
266776,0,2500,2500,2500,8370,30,6520,28,5042,1
106509,0,2500,2500,2500,1113,7,0,0,5036,1
65982,0,2500,2500,2500,1750,4,750,3,5030,1
137402,0,2500,2500,2500,950,6,200,3,4685,1
71076,1000,2500,2500,2500,10000,1,0,0,4820,1
20630,0,2500,2500,2500,2045,4,0,0,4643,1
119180,1467,2500,2500,2500,9275,20,1300,6,4657,1
36665,0,2500,2500,2500,1625,6,0,0,4747,1
507371,0,32500,2500,2500,51765,18,450,1,4770,1
391222,0,17500,2500,2500,27471,20,1600,7,4905,1
88668,0,5000,2500,2500,9889,15,100,1,4903,1
46074,0,2500,2500,2500,2193,11,0,0,4419,1
46030,0,2500,2500,2500,4375,27,0,0,4566,1
31236,0,2500,2500,2500,2250,13,0,0,4523,1
18351,0,2500,2500,2500,0,0,0,0,4744,1
124775,1704,2500,2500,2500,11564,8,700,2,4847,1
66923,0,17500,2500,2500,17139,12,0,0,4875,1
24008,0,2500,2500,2500,540,3,0,0,4901,1
118415,2329,2500,2500,2500,4475,10,100,1,4545,1
70464,0,2500,2500,2500,4000,4,1000,2,4889,1
126484,0,2500,2500,2500,5942,13,3192,11,4758,1
114376,0,32500,2500,2500,33949,15,0,0,5009,1
45766,0,2500,2500,2500,4550,11,1300,7,5002,1
19998,0,2500,2500,2500,4309,13,0,0,4995,1
29506,0,2500,2500,2500,4826,16,500,2,4993,1
58758,0,2500,2500,2500,6500,38,0,0,4974,1
72623,0,2500,2500,2500,0,0,0,0,4957,1
36887,0,2500,5000,2500,9048,11,0,0,4951,1
53869,0,2500,2500,2500,6750,26,0,0,4940,1
132132,6920,17500,2500,2500,20443,18,1310,4,3916,1
319241,0,50000,2500,2500,71867,36,0,0,4692,1
333346,2139,32500,2500,2500,52013,31,4309,12,4469,1
22459,0,2500,2500,2500,104,2,0,0,4215,1
65021,0,5000,2500,2500,10369,12,0,0,3547,1
18433,0,2500,2500,2500,3174,9,0,0,3930,1
39207,0,2500,2500,2500,965,3,0,0,3757,1
63362,0,17500,2500,2500,16331,15,350,1,3544,1
220267,0,2500,2500,2500,8500,4,0,0,4716,1
22424,0,2500,2500,2500,648,2,0,0,3951,1
63437,0,5000,2500,2500,7160,15,0,0,4595,1
113731,0,2500,2500,2500,1700,5,700,4,4482,1
45916,0,2500,2500,2500,675,6,500,2,2818,1
17388,0,2500,2500,2500,0,0,0,0,4232,1
52046,0,2500,2500,2500,1058,8,683,7,3456,1
200963,0,2500,2500,2500,6164,4,150,1,4782,1
85884,0,5000,2500,2500,7742,9,0,0,4692,1
55843,0,2500,2500,2500,6000,3,0,0,4341,1
43000,0,2500,2500,2500,1273,4,173,1,4646,1
43686,0,2500,2500,2500,4039,12,0,0,4328,1
41048,0,2500,2500,2500,1195,3,0,0,4856,1
25004,0,2500,2500,2500,1113,3,0,0,4860,1
194074,1448,2500,2500,2500,12500,6,0,0,4701,1
265532,0,2500,2500,2500,4652,13,0,0,4849,1
61286,0,2500,2500,2500,1500,5,0,0,4755,1
118177,0,17500,2500,2500,20910,18,402,1,4811,1
183370,0,2500,2500,2500,30988,14,12988,9,4848,1
98608,0,2500,2500,2500,969,12,0,0,4663,1
22529,0,2500,2500,2500,5115,20,3400,16,4865,1
36219,0,2500,2500,2500,4044,10,0,0,4595,1
16065,0,2500,2500,2500,0,0,0,0,4456,1
404142,0,50000,2500,2500,75509,13,0,0,4784,1
28733,0,2500,2500,2500,0,0,0,0,4650,1
278437,0,32500,2500,2500,50888,26,0,0,4744,1
43338,0,2500,2500,2500,1000,4,1000,4,4275,1
23551,0,2500,2500,2500,2375,12,0,0,4663,1
32015,0,2500,2500,2500,6000,6,0,0,4574,1
65435,0,2500,2500,2500,1000,2,500,1,4786,1
39079,0,2500,2500,2500,3070,5,0,0,4750,1
25563,0,2500,2500,2500,303,8,0,0,3511,1
21540,0,2500,2500,2500,1188,9,0,0,4791,1
196079,0,50000,2500,2500,56890,21,0,0,4791,1
276607,0,2500,2500,2500,11430,14,6430,11,4791,1
20681,0,2500,2500,2500,0,0,0,0,4939,1
155278,0,32500,2500,2500,27200,16,0,0,4926,1
194949,0,2500,2500,2500,10121,13,4621,10,4930,1
307260,783,32500,2500,2500,40533,24,250,1,4791,1
105588,0,5000,2500,2500,22973,3,0,0,4805,1
59445,0,2500,2500,2500,5500,21,500,2,4843,1
130920,2643,32500,2500,2500,30299,20,1100,6,4793,1
38224,0,2500,2500,2500,2587,10,0,0,4824,1
533120,0,50000,2500,2500,120983,18,0,0,4827,1
115197,0,17500,2500,2500,17638,24,0,0,4820,1
31230,0,2500,2500,2500,815,5,815,5,4931,1
98604,0,17500,2500,2500,17490,15,0,0,4919,1
385195,0,2500,2500,2500,0,0,0,0,4903,1
23984,0,2500,2500,2500,2737,14,0,0,4905,1
169947,0,32500,2500,2500,48140,21,0,0,4895,1
71610,0,17500,2500,2500,20918,14,0,0,4895,1
151152,0,5000,2500,2500,13635,21,1100,1,4895,1
164178,2364,32500,2500,2500,35314,23,1100,3,4883,1
18601,0,2500,2500,2500,100,1,0,0,4888,1
43326,0,2500,2500,2500,4164,12,0,0,4881,1
110980,0,2500,2500,2500,12900,8,950,4,4853,1
78032,0,17500,2500,2500,24046,23,0,0,4862,1
176262,0,17500,2500,2500,12678,8,150,1,4862,1
239576,0,17500,2500,2500,13301,12,0,0,4849,1
642756,0,32500,2500,2500,37889,15,1000,2,4841,1
92905,0,2500,2500,2500,1766,10,0,0,4827,1
68390,0,2500,2500,2500,3450,3,950,2,4754,1
18366,0,2500,2500,2500,1100,3,1100,3,4783,1
197673,0,32500,2500,2500,48932,15,0,0,4775,1
213539,0,2500,2500,2500,2750,15,0,0,4751,1
207395,0,32500,2500,2500,55903,17,500,1,4761,1
25688,2396,2500,2500,2500,3103,10,0,0,4754,1
259582,0,2500,2500,2500,3833,21,1762,9,4638,1
288379,0,2500,2500,2500,15942,8,1442,5,4741,1
51304,1362,2500,2500,2500,11611,40,10075,36,4708,1
80988,0,2500,2500,2500,4413,5,0,0,4707,1
17470,0,2500,2500,2500,4100,9,2500,5,4691,1
90307,0,2500,2500,2500,3150,3,650,2,4664,1
43749,5583,2500,2500,2500,9557,5,0,0,4664,1
192108,1000,2500,2500,2500,10200,3,200,2,4656,1
46578,0,5000,2500,2500,8322,12,0,0,4645,1
54309,0,2500,2500,2500,6772,7,250,1,4698,1
297127,0,17500,2500,2500,27415,16,0,0,4631,1
93148,0,5000,2500,2500,7776,18,0,0,4631,1
27905,0,2500,2500,2500,3794,11,0,0,4628,1
139983,0,17500,2500,2500,17289,24,100,2,4629,1
19479,0,2500,2500,2500,2250,4,0,0,4625,1
63635,0,2500,2500,2500,5175,31,50,1,4622,1
19020,0,2500,2500,2500,330,3,0,0,4614,1
61172,0,5000,2500,2500,6875,10,0,0,4609,1
62076,0,5000,2500,2500,11221,15,1050,2,4603,1
26972,0,2500,2500,2500,0,0,0,0,4587,1
184805,0,32500,2500,2500,52755,22,0,0,4726,1
49708,0,2500,2500,2500,0,0,0,0,4560,1
199418,1000,17500,2500,2500,25590,39,3199,9,4548,1
253349,0,50000,2500,2500,68947,18,1000,2,4545,1
25541,0,2500,2500,2500,660,3,0,0,4520,1
67083,0,2500,2500,2500,4600,4,500,1,4532,1
21110,0,2500,2500,2500,3402,12,0,0,4516,1
15876,0,2500,2500,2500,0,0,0,0,4512,1
23432,0,2500,2500,2500,1162,10,0,0,4510,1
69880,0,2500,2500,2500,4635,5,0,0,4552,1
119676,500,2500,2500,2500,550,4,550,4,4485,1
21847,0,2500,2500,2500,929,4,903,3,4491,1
35216,0,2500,2500,2500,9959,14,0,0,4481,1
63036,0,5000,2500,2500,9006,14,0,0,4475,1
42420,0,2500,2500,2500,1000,1,0,0,4461,1
36254,0,2500,2500,2500,7232,7,0,0,4453,1
70518,0,2500,2500,2500,2000,3,1000,2,4450,1
431824,0,17500,2500,2500,30480,16,500,1,4443,1
99336,0,17500,2500,2500,14195,14,500,1,4453,1
67612,0,2500,2500,2500,0,0,0,0,4442,1
38918,0,2500,2500,2500,6505,29,618,2,4442,1
72812,0,17500,2500,2500,16930,17,50,1,4442,1
134937,0,2500,2500,2500,500,1,0,0,4427,1
162410,0,17500,2500,2500,20203,17,0,0,4420,1
59821,500,2500,2500,2500,4200,4,200,2,4419,1
96053,0,2500,2500,2500,2200,6,2200,6,4391,1
171946,0,17500,2500,2500,19198,28,0,0,4397,1
15737,0,2500,2500,2500,220,3,0,0,4404,1
77814,0,17500,2500,2500,14786,11,0,0,4394,1
53768,0,2500,2500,2500,4798,16,450,1,4387,1
245731,0,32500,2500,2500,34322,35,0,0,4385,1
87366,0,17500,2500,2500,18012,16,0,0,4380,1
46855,0,5000,2500,2500,8845,17,0,0,4379,1
53027,0,2500,2500,2500,0,0,0,0,4585,1
61450,0,5000,2500,2500,7927,10,0,0,4383,1
18538,0,2500,2500,2500,2200,3,0,0,4344,1
107360,0,17500,2500,2500,15641,15,0,0,4423,1
17609,0,2500,2500,2500,803,5,803,5,4317,1
104052,0,5000,2500,2500,6016,12,0,0,4331,1
94938,0,17500,2500,2500,12999,21,0,0,4310,1
86143,0,17500,2500,2500,29652,11,500,1,4317,1
138512,0,32500,2500,2500,30130,15,50,1,4313,1
66875,0,2500,2500,2500,3206,17,0,0,4308,1
96026,0,17500,2500,2500,25670,19,0,0,4310,1
31572,0,2500,2500,2500,0,0,0,0,4299,1
66052,0,2500,2500,2500,8380,8,0,0,4301,1
55639,0,2500,2500,2500,2750,15,0,0,4299,1
68226,0,2500,2500,2500,3147,8,200,2,4299,1
17810,0,2500,2500,2500,1375,4,0,0,4294,1
32563,0,2500,2500,2500,4200,3,200,1,4282,1
49479,0,2500,2500,2500,5500,24,100,1,4282,1
60049,0,2500,2500,2500,0,0,0,0,4278,1
19787,0,2500,2500,2500,2016,9,500,1,4258,1
91716,0,2500,2500,2500,6978,12,0,0,4267,1
219174,0,2500,2500,2500,4500,5,2000,4,4265,1
73852,0,2500,2500,2500,0,0,0,0,4252,1
39020,0,2500,2500,2500,1295,4,0,0,4246,1
34443,1440,2500,2500,2500,2125,10,0,0,4233,1
41279,967,2500,2500,2500,3664,4,3164,3,4233,1
63090,0,2500,2500,2500,12059,20,350,3,4231,1
156544,0,32500,2500,2500,46593,13,0,0,4225,1
101464,0,17500,2500,2500,14610,13,0,0,4223,1
52084,0,2500,2500,2500,4836,7,0,0,4222,1
456509,0,2500,2500,2500,500,1,500,1,4201,1
19634,0,2500,2500,2500,0,0,0,0,4198,1
20426,0,2500,2500,2500,3993,7,3493,6,4194,1
33383,0,2500,2500,2500,0,0,0,0,4163,1
181200,0,2500,2500,2500,7514,21,0,0,4159,1
22751,0,2500,2500,2500,4500,9,4500,9,4166,1
66860,0,17500,2500,2500,12667,20,980,5,4155,1
79500,0,17500,2500,2500,21489,15,0,0,4146,1
159109,0,32500,2500,2500,19554,24,1557,6,4138,1
48896,0,2500,2500,2500,4081,12,3397,10,4139,1
27669,0,2500,2500,2500,3375,20,0,0,4127,1
264685,0,50000,2500,2500,57505,16,0,0,4112,1
35433,0,2500,2500,2500,1600,3,0,0,4113,1
162369,0,32500,2500,2500,41359,15,500,1,4113,1
226941,1000,32500,2500,2500,44771,17,0,0,4099,1
56017,0,2500,2500,2500,3905,6,1668,1,4086,1
24496,0,2500,2500,2500,4000,3,500,1,4086,1
147596,0,2500,2500,2500,19175,19,16675,18,4076,1
84516,0,17500,2500,2500,22713,15,0,0,4063,1
74147,0,5000,2500,2500,8315,16,50,1,4064,1
24887,0,2500,2500,2500,0,0,0,0,4047,1
149305,0,32500,2500,2500,49893,19,0,0,4030,1
225665,0,2500,2500,2500,4288,15,500,1,4048,1
20534,0,2500,2500,2500,589,7,0,0,4021,1
30300,0,2500,2500,2500,2160,7,0,0,4002,1
39139,0,2500,2500,2500,710,4,0,0,3967,1
52440,0,2500,2500,2500,500,1,0,0,4026,1
23329,0,2500,2500,2500,6326,3,0,0,4008,1
53487,0,2500,2500,2500,0,0,0,0,3991,1
355423,5009,17500,2500,2500,20500,20,100,1,3963,1
129972,0,17500,2500,2500,15081,18,500,1,3986,1
283670,0,32500,2500,2500,39260,39,200,1,3972,1
189054,0,2500,2500,2500,17900,25,7400,23,3985,1
150312,0,2500,2500,2500,1000,1,0,0,3967,1
33517,0,2500,2500,2500,1250,2,250,1,3978,1
97750,0,17500,2500,2500,12616,16,600,2,4074,1
59035,0,2500,2500,2500,245,4,0,0,3960,1
132335,0,32500,2500,2500,30273,14,0,0,3974,1
131755,909,32500,2500,2500,37299,16,0,0,3952,1
46440,0,2500,2500,2500,5582,24,0,0,3952,1
152367,0,32500,2500,2500,43406,24,700,3,3938,1
80534,0,17500,2500,2500,20715,17,0,0,3949,1
39947,0,2500,2500,2500,1750,7,0,0,3922,1
37563,0,5000,2500,2500,8142,14,0,0,3925,1
87282,0,17500,2500,2500,13480,10,0,0,3911,1
197239,0,32500,2500,2500,53412,25,250,2,3914,1
50586,0,2500,2500,2500,0,0,0,0,3902,1
24407,0,2500,2500,2500,923,10,0,0,3910,1
640169,0,50000,2500,2500,82561,36,400,2,3895,1
56213,0,2500,2500,2500,3207,14,350,1,3900,1
38439,0,2500,2500,2500,3318,13,0,0,3886,1
32160,0,2500,2500,2500,1130,6,250,1,3883,1
194906,0,17500,2500,2500,23780,14,200,1,3880,1
15676,0,2500,2500,2500,0,0,0,0,3178,1
55064,0,5000,2500,2500,8041,13,0,0,3329,1
40675,0,2500,2500,2500,1413,9,0,0,2895,1
91935,0,17500,2500,2500,17550,18,0,0,4216,1
156853,0,32500,2500,2500,37625,14,0,0,4510,1
65533,0,5000,2500,2500,7595,10,0,0,4544,1
223670,0,2500,2500,2500,32709,13,2227,4,4230,1
91813,0,2500,2500,2500,8690,11,2000,4,3911,1
26421,0,2500,2500,2500,1250,3,0,0,4593,1
16176,0,2500,2500,2500,0,0,0,0,4170,1
44754,0,2500,2500,2500,0,0,0,0,3648,1
93743,0,2500,2500,2500,1210,7,650,5,4676,1
179472,0,17500,2500,2500,11289,15,0,0,4708,1
73639,0,2500,2500,2500,4709,10,2709,9,4341,1
76077,0,2500,2500,2500,500,4,0,0,4616,1
66456,0,2500,2500,2500,3500,4,1000,2,4679,1
20678,0,2500,2500,2500,2155,8,0,0,3862,1
86511,0,2500,2500,2500,5000,6,2000,4,4625,1
133831,0,2500,2500,2500,100,1,100,1,4588,1
30306,0,2500,2500,2500,2500,1,0,0,4309,1
95925,0,2500,2500,2500,7337,22,350,2,4625,1
35080,3867,2500,2500,2500,0,0,0,0,4562,1
115385,0,2500,2500,2500,5890,15,1250,7,4546,1
39909,0,2500,2500,2500,2682,14,0,0,4470,1
25544,0,2500,2500,2500,3271,7,0,0,4580,1
166417,0,32500,2500,2500,28607,11,0,0,4357,1
69555,0,17500,2500,2500,21957,16,250,1,4390,1
111064,0,2500,2500,2500,12700,7,2700,6,4547,1
32678,0,2500,2500,2500,0,0,0,0,4481,1
327126,1452,50000,2500,2500,97997,25,350,3,4440,1
76387,0,2500,2500,2500,3588,7,0,0,4442,1
268097,0,17500,2500,2500,26933,25,0,0,4105,1
137778,0,17500,2500,2500,19557,18,0,0,4599,1
354807,0,2500,2500,2500,6000,12,3500,11,4597,1
101901,0,2500,5000,2500,17898,22,100,1,4433,1
34182,0,2500,2500,2500,0,0,0,0,3967,1
178733,0,17500,2500,2500,26465,22,1800,4,4537,1
87553,0,17500,2500,2500,15681,14,0,0,4547,1
23997,0,2500,2500,2500,250,2,250,2,4204,1
57474,0,5000,2500,2500,5535,7,0,0,4364,1
67948,0,2500,2500,2500,2750,5,650,3,4226,1
216498,0,32500,2500,2500,43083,24,2500,5,4440,1
100649,0,2500,2500,2500,4000,3,500,1,4457,1
144697,0,2500,2500,2500,2000,1,0,0,4420,1
75179,0,2500,2500,2500,1015,2,0,0,4118,1
19850,0,2500,2500,2500,500,1,500,1,4376,1
96154,0,2500,2500,2500,7052,15,0,0,4433,1
55778,0,2500,2500,2500,6500,12,500,1,3704,1
36227,0,5000,2500,2500,7230,14,0,0,3736,1
93848,0,2500,2500,2500,1600,4,1500,3,4475,1
20789,0,2500,2500,2500,0,0,0,0,4279,1
121992,6057,2500,2500,2500,3200,4,600,2,4257,1
37911,0,2500,2500,2500,2250,11,0,0,4385,1
233656,0,32500,2500,2500,41941,14,500,1,4266,1
41133,0,2500,2500,2500,635,3,0,0,4419,1
90526,0,2500,2500,2500,2000,9,0,0,4488,1
81055,0,17500,2500,2500,14344,14,0,0,4610,1
31360,0,2500,2500,2500,821,7,0,0,4488,1
156885,0,32500,2500,2500,38601,19,0,0,4534,1
379744,2081,2500,2500,2500,19191,17,1850,11,4608,1
76659,0,2500,2500,2500,0,0,0,0,4608,1
146173,0,17500,2500,2500,13871,17,0,0,4414,1
26055,0,2500,2500,2500,647,9,0,0,4464,1
50001,0,2500,2500,2500,4853,12,0,0,4023,1
122506,0,17500,2500,2500,21022,13,0,0,4408,1
126886,0,5000,2500,2500,9120,17,0,0,4044,1
42342,0,2500,2500,2500,11408,23,11408,23,4331,1
45735,0,2500,2500,2500,10085,3,0,0,4239,1
59874,0,2500,2500,2500,0,0,0,0,3986,1
30868,0,2500,2500,2500,405,3,0,0,4226,1
34257,0,2500,2500,2500,2010,4,0,0,4309,1
42639,0,5000,2500,2500,7366,12,0,0,4181,1
89708,0,2500,2500,2500,8000,4,0,0,3173,1
75892,0,5000,2500,2500,8738,15,0,0,4160,1
475338,0,32500,2500,2500,39680,22,700,4,3355,1
14426,0,2500,2500,2500,0,0,0,0,4096,1
113113,0,17500,2500,2500,10736,13,0,0,4307,1
17386,0,2500,2500,2500,0,0,0,0,3771,1
47638,0,2500,2500,2500,0,0,0,0,3739,1
24787,0,2500,2500,2500,1000,1,0,0,3930,1
40758,0,2500,2500,2500,3500,4,1000,2,4299,1
40686,0,2500,2500,2500,260,2,0,0,4177,1
18944,0,2500,2500,2500,300,3,300,3,3932,1
32522,0,2500,2500,2500,5971,4,471,2,4042,1
86533,0,2500,2500,2500,3700,4,700,2,3600,1
166470,0,5000,2500,2500,9574,16,0,0,4194,1
131618,0,32500,2500,2500,46473,16,0,0,4274,1
77523,1112,2500,2500,2500,11050,5,1000,2,4274,1
28695,0,2500,2500,2500,0,0,0,0,4173,1
193818,0,17500,2500,2500,16327,13,0,0,3768,1
30556,0,2500,2500,2500,950,5,550,3,4361,1
22678,0,2500,2500,2500,2125,7,0,0,4068,1
89430,0,17500,2500,2500,24314,18,0,0,1547,1
59913,0,2500,2500,2500,2210,5,150,1,3481,1
16516,0,2500,2500,2500,500,1,0,0,4275,1
26077,0,2500,2500,2500,6768,4,0,0,3487,1
110893,0,2500,2500,2500,4653,6,0,0,3645,1
56455,0,2500,2500,2500,6000,3,0,0,4218,1
32699,0,2500,2500,2500,1500,2,500,1,3167,1
109790,0,2500,2500,2500,16108,4,0,0,3123,1
145233,0,2500,2500,2500,9366,5,4866,3,2626,1
27532,0,2500,2500,2500,4639,13,0,0,3939,1
62464,0,2500,2500,2500,5675,16,500,1,3820,1
28138,0,2500,2500,2500,6330,29,0,0,3847,1
33010,0,2500,2500,2500,0,0,0,0,3915,1
45687,0,2500,2500,2500,45,2,0,0,2269,1
168246,1514,2500,2500,2500,4600,4,100,2,4103,1
55591,0,5000,2500,2500,8817,13,0,0,3693,1
33803,0,2500,2500,2500,6100,34,0,0,4079,1
140527,0,2500,2500,2500,3500,14,0,0,4023,1
124430,0,5000,2500,2500,15523,17,1200,8,4054,1
240007,0,32500,2500,2500,46771,14,0,0,4048,1
245021,0,17500,2500,2500,13639,15,180,1,3984,1
122545,0,2500,2500,2500,269,4,250,1,3834,1
192889,0,2500,2500,2500,10500,5,0,0,4096,1
227776,0,32500,2500,2500,47286,19,2276,5,3980,1
48256,0,2500,2500,2500,9690,2,0,0,3979,1
99704,2704,5000,2500,2500,15750,12,0,0,4106,1
394999,0,2500,2500,2500,4150,5,150,3,3599,1
82497,0,2500,2500,2500,0,0,0,0,3565,1
32619,0,2500,2500,2500,1070,7,0,0,3846,1
57017,0,2500,2500,2500,2495,11,0,0,3854,1
252741,0,32500,2500,2500,29296,19,635,3,4189,1
25341,0,2500,2500,2500,38,4,0,0,3995,1
187462,0,2500,2500,2500,10500,5,500,4,3953,1
196967,0,17500,2500,2500,38490,37,9550,20,4008,1
184301,0,2500,2500,2500,6454,13,3954,12,4010,1
36294,0,2500,2500,2500,0,0,0,0,3956,1
89840,0,5000,2500,2500,7048,14,0,0,3819,1
111793,0,2500,2500,2500,500,1,0,0,4057,1
18700,0,2500,2500,2500,870,2,0,0,3995,1
53957,0,2500,2500,2500,7000,4,500,1,4133,1
135770,0,2500,2500,2500,4700,5,200,3,4215,1
189784,0,32500,2500,2500,35464,18,2197,4,4190,1
36736,0,2500,2500,2500,0,0,0,0,4134,1
88918,0,5000,2500,2500,5537,14,0,0,4180,1
245045,0,2500,2500,2500,25039,16,500,1,4173,1
81552,0,5000,2500,2500,7703,8,0,0,3855,1
118067,0,5000,2500,2500,8715,12,0,0,3718,1
268314,0,32500,2500,2500,29968,14,500,1,3869,1
68243,0,5000,2500,2500,10012,22,903,3,3888,1
194875,0,2500,2500,2500,7550,6,1050,3,3831,1
206155,0,32500,2500,2500,28447,17,0,0,3848,1
35425,0,2500,2500,2500,4125,19,0,0,3834,1
161579,0,2500,2500,2500,7688,21,5688,20,3811,1
48433,0,2500,2500,2500,4300,5,800,3,3673,1
109268,0,5000,2500,2500,7401,17,750,1,4034,1
105160,0,17500,2500,2500,20458,21,0,0,3732,1
50230,0,2500,2500,2500,4149,9,800,4,3727,1
74538,0,17500,2500,2500,18835,21,0,0,2726,1
15275,0,2500,2500,2500,75,2,0,0,2761,1
112891,0,2500,2500,2500,500,1,500,1,3909,1
41176,0,2500,2500,2500,7624,7,2624,4,3729,1
81251,0,2500,2500,2500,19500,6,0,0,3958,1
18142,0,2500,2500,2500,220,4,0,0,3638,1
35445,0,2500,2500,2500,3379,9,0,0,4198,1
91755,0,2500,2500,2500,5026,8,751,3,2676,1
110132,0,2500,2500,2500,19000,5,0,0,3271,1
65519,0,2500,2500,2500,0,0,0,0,4150,1
47291,0,2500,2500,2500,1350,4,350,3,2336,1
124564,0,17500,2500,2500,11026,13,0,0,3840,1
35801,0,2500,2500,2500,3337,13,0,0,3743,1
150972,0,2500,2500,2500,2700,3,700,2,3645,1
292023,0,2500,2500,2500,14125,12,3250,7,3683,1
47090,0,2500,2500,2500,0,0,0,0,3726,1
109103,2370,2500,2500,2500,19600,27,7600,24,3739,1
101057,0,2500,2500,2500,13650,11,2150,9,3600,1
20900,0,2500,2500,2500,1000,1,0,0,3685,1
46607,0,2500,2500,2500,0,0,0,0,3727,1
33017,0,2500,2500,2500,1069,7,250,1,3814,1
35546,0,2500,2500,2500,3376,10,0,0,3739,1
25788,0,2500,2500,2500,4650,13,4650,13,3687,1
16618,0,2500,2500,2500,897,5,0,0,3620,1
22181,0,2500,2500,2500,6245,15,0,0,3656,1
