,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,clust
460,74342,0,2500,2500,2500,4389,12,0,0,8228,2
461,139849,0,17500,2500,2500,19946,15,0,0,8228,2
462,26080,0,5000,2500,2500,9872,13,0,0,8228,2
463,29469,0,2500,2500,2500,2522,4,0,0,8228,2
464,189252,0,2500,2500,2500,2991,15,0,0,8228,2
465,382546,0,50000,2500,2500,136619,34,3000,6,8228,1
466,1113394,2015,50000,2500,2500,60883,26,2600,9,8228,1
467,459681,0,50000,2500,2500,95531,17,0,0,8228,1
468,83590,0,2500,2500,2500,3708,22,0,0,8228,2
469,82528,0,2500,2500,2500,2100,5,600,4,8228,2
470,5600,0,2500,2500,2500,125,1,0,0,8228,2
471,743745,2066,2500,2500,2500,4100,20,2500,18,8228,2
472,43954,0,50000,2500,2500,63463,13,250,1,8228,1
473,52005,0,17500,2500,2500,11870,15,100,1,8228,2
474,45494,0,2500,2500,2500,5021,16,600,2,8228,2
475,171509,0,17500,2500,2500,40090,55,6381,23,8151,2
476,235947,0,2500,2500,2500,3982,16,0,0,8145,2
477,153108,0,32500,2500,2500,25802,14,500,1,8137,1
478,260261,0,32500,2500,2500,33047,21,0,0,8146,1
479,80223,0,17500,2500,2500,21248,26,2050,7,8121,2
480,38716,0,5000,2500,2500,8253,21,0,0,8114,2
481,1125076,0,17500,2500,2500,23046,14,0,0,8107,2
482,10954,500,2500,2500,2500,2500,1,0,0,8095,2
483,97099,0,2500,2500,2500,6325,21,1700,5,8085,2
484,62396,2128,2500,2500,2500,1250,3,0,0,8075,2
485,40645,0,17500,2500,2500,18348,13,0,0,8067,2
486,82655,0,50000,2500,2500,101101,19,700,2,8057,1
487,84035,0,2500,2500,2500,4240,6,1600,4,8114,2
488,1199220,2919,2500,2500,2500,3800,19,3300,18,8023,2
489,86345,0,17500,2500,2500,13415,16,350,2,8009,2
490,2701,0,2500,2500,2500,5000,10,0,0,8002,2
491,46874,0,2500,2500,2500,9689,38,500,1,7990,2
492,10879,0,50000,2500,2500,78186,32,3400,12,7981,1
493,12742,0,2500,2500,2500,0,0,0,0,7966,2
494,122904,0,32500,2500,2500,37380,21,1300,4,7956,1
495,10994,0,2500,2500,2500,1250,3,0,0,8007,2
496,2318,0,5000,2500,2500,8747,14,0,0,7945,2
497,11070,0,2500,2500,2500,0,0,0,0,7939,2
498,21921,0,2500,2500,2500,0,0,0,0,7939,2
499,162521,0,50000,2500,2500,57354,25,0,0,8105,1
500,207545,0,2500,2500,2500,11137,34,4387,12,8105,2
501,86112,0,32500,2500,2500,35528,22,0,0,8105,1
502,18328,0,2500,2500,2500,0,0,0,0,6790,2
503,217557,0,50000,2500,2500,97584,19,550,2,6679,1
504,11504,0,2500,2500,2500,100,1,0,0,6675,2
505,143200,0,50000,2500,2500,79837,28,50,1,6667,1
506,160703,0,32500,2500,2500,32560,12,0,0,6666,1
507,910,0,2500,2500,2500,5172,13,0,0,6662,2
508,94105,0,2500,2500,2500,100,1,0,0,6676,2
509,18422,0,2500,2500,2500,3297,13,0,0,6653,2
510,889456,1024,50000,2500,2500,98959,29,850,4,6652,1
511,9800,589,2500,2500,2500,10348,34,3000,25,6651,2
512,148318,0,32500,2500,2500,51197,22,350,2,6648,1
513,26149,0,2500,2500,2500,5190,6,0,0,6646,2
514,76933,0,32500,2500,2500,28075,17,0,0,6646,1
515,346178,0,50000,2500,2500,63803,16,0,0,6645,1
516,22878,0,2500,2500,2500,9039,32,0,0,6641,2
517,66741,2880,50000,2500,2500,71921,30,2600,7,6638,1
518,134060,0,32500,2500,2500,46606,13,0,0,6637,1
519,3305,0,2500,2500,2500,31465,24,1700,10,6633,2
520,28930,0,2500,2500,2500,8185,17,0,0,6630,2
521,208519,0,2500,2500,2500,4040,6,450,2,6627,2
522,58951,0,32500,2500,2500,47994,15,500,1,6625,1
523,25395,0,2500,2500,2500,2000,1,0,0,6624,2
524,109248,0,2500,2500,2500,6828,11,0,0,6618,2
525,43387,0,2500,2500,2500,4942,13,0,0,6613,2
526,52423,0,32500,2500,2500,26926,13,0,0,6611,1
527,26858,500,32500,2500,2500,34308,17,900,3,6606,1
528,5410,0,32500,2500,2500,45890,22,0,0,6603,1
529,18177,0,17500,2500,2500,12040,12,0,0,6690,2
530,413509,0,2500,2500,2500,2500,1,0,0,6598,2
531,98472,1776,50000,2500,2500,124421,45,10250,28,6621,1
532,86520,3445,50000,2500,2500,64450,20,1000,2,6592,1
533,16648,0,2500,2500,2500,625,4,0,0,6588,2
534,267404,0,50000,2500,2500,263685,51,3000,6,6584,1
535,31478,0,17500,2500,2500,18885,18,0,0,6578,2
536,17445,0,2500,2500,2500,4500,3,500,1,6576,2
537,49052,0,32500,2500,2500,46718,17,0,0,6575,1
538,21689,0,2500,2500,2500,0,0,0,0,6570,2
539,18302,0,2500,2500,2500,2197,10,0,0,6569,2
540,26220,0,2500,2500,2500,2775,11,0,0,6647,2
541,59552,0,2500,2500,2500,7551,22,0,0,6473,2
542,34962,0,2500,2500,2500,252,3,0,0,6208,2
543,16153,0,2500,2500,2500,180,1,0,0,6491,2
544,28931,0,2500,2500,2500,6500,4,500,1,6354,2
545,202636,0,2500,2500,2500,19000,5,0,0,6119,2
546,153962,0,50000,2500,2500,90992,21,0,0,6567,1
547,63311,0,32500,2500,2500,25048,14,0,0,6634,1
548,8561,0,2500,2500,2500,2050,8,1300,2,6675,2
549,256219,0,17500,2500,2500,29823,33,6568,16,6561,2
550,122700,0,17500,2500,2500,18604,13,0,0,6556,2
551,81419,0,5000,2500,2500,7769,12,350,1,6599,2
552,13873,0,2500,2500,2500,4833,20,0,0,6519,2
553,148,0,2500,2500,2500,190,2,0,0,6507,2
554,178919,0,17500,2500,2500,23387,17,0,0,6555,2
555,19702,0,2500,2500,2500,3000,1,0,0,6554,2
556,18820,0,2500,2500,2500,0,0,0,0,6549,2
557,213849,0,2500,2500,2500,500,1,0,0,6549,2
558,28077,0,2500,2500,2500,735,6,500,1,6575,2
559,4528,0,2500,2500,2500,290,1,0,0,6565,2
560,40418,0,17500,2500,2500,12678,12,0,0,6541,2
561,380930,0,5000,5000,2500,22485,25,213,1,6539,2
562,176849,0,2500,2500,2500,7700,11,950,4,6539,2
563,71235,0,32500,2500,2500,41004,14,0,0,6535,1
564,76446,0,50000,2500,2500,63811,17,0,0,6550,1
565,148915,0,17500,2500,2500,23522,16,650,2,6532,2
566,65034,0,17500,2500,2500,14331,16,800,3,6541,2
567,35738,0,32500,2500,2500,41264,16,0,0,6526,1
568,313,0,2500,2500,2500,1600,1,0,0,6525,2
569,55703,0,2500,2500,2500,0,0,0,0,6520,2
570,11613,0,2500,2500,2500,2000,1,0,0,6519,2
571,65672,0,32500,2500,2500,29089,13,0,0,6529,1
572,84785,0,2500,2500,2500,4570,14,0,0,6514,2
573,30592,862,2500,2500,2500,2602,7,0,0,6512,2
574,99293,0,50000,2500,2500,81040,23,1000,2,6508,1
575,51830,0,2500,2500,2500,0,0,0,0,6507,2
576,20126,0,50000,2500,2500,78999,28,800,3,6506,1
577,3294,0,2500,2500,2500,1330,2,0,0,6498,2
578,11143,0,2500,2500,2500,2800,6,800,5,6529,2
579,8250,0,2500,2500,2500,250,2,0,0,6486,2
580,117670,0,50000,2500,2500,53043,19,550,1,6505,1
581,49454,0,5000,2500,2500,9548,22,250,1,6501,2
582,58421,0,2500,2500,2500,1000,1,0,0,6532,2
583,33443,0,2500,2500,2500,0,0,0,0,6476,2
584,13886,0,2500,2500,2500,0,0,0,0,6465,2
585,15349,0,2500,2500,2500,250,2,0,0,6457,2
586,78712,0,2500,2500,2500,0,0,0,0,6433,2
587,89742,0,32500,2500,2500,39073,13,0,0,6498,1
588,31311,0,2500,2500,2500,3961,10,0,0,6494,2
589,133445,8264,2500,2500,2500,3375,13,0,0,6492,2
590,136161,0,2500,2500,2500,6032,15,0,0,6463,2
591,9998,0,2500,2500,2500,0,0,0,0,6448,2
592,37904,0,17500,2500,2500,19052,17,0,0,6487,2
593,41243,0,32500,2500,2500,27971,7,300,1,6483,1
594,54011,1604,17500,2500,2500,38380,20,5780,4,6487,2
595,5351,0,2500,2500,2500,100,1,0,0,6450,2
596,23334,0,2500,2500,2500,0,0,0,0,6441,2
597,11255,0,2500,2500,2500,0,0,0,0,6428,2
598,48127,0,32500,2500,2500,41447,28,0,0,6421,1
599,329497,0,50000,2500,2500,57264,12,0,0,6484,1
600,158895,0,32500,2500,2500,41954,15,0,0,6525,1
601,34540,0,32500,2500,2500,27882,13,0,0,6494,1
602,117623,0,50000,2500,2500,86582,26,1000,6,6477,1
603,126409,0,32500,2500,2500,28460,13,0,0,6478,1
604,112843,0,17500,2500,2500,16137,14,0,0,6472,2
605,117240,0,2500,2500,2500,1200,3,700,2,6471,2
606,7216,0,17500,2500,2500,21419,18,0,0,6470,2
607,26412,0,2500,2500,2500,5086,2,0,0,6552,2
608,427528,0,32500,2500,2500,35098,16,1600,3,6465,1
609,1846,0,2500,2500,2500,450,1,0,0,6471,2
610,45830,0,5000,2500,2500,23404,10,0,0,6459,2
611,179042,0,2500,2500,2500,25078,50,3350,15,6456,2
612,41487,500,2500,2500,2500,10885,7,0,0,6451,2
613,39601,0,2500,2500,2500,3733,9,0,0,6450,2
614,46142,0,17500,2500,2500,14445,13,0,0,6452,2
615,110277,0,32500,2500,2500,37110,18,1500,3,6445,1
616,122928,0,17500,2500,2500,12211,14,0,0,6443,2
617,146599,0,17500,2500,2500,16463,16,1000,2,6444,2
618,338656,0,32500,2500,2500,52908,16,0,0,6444,1
619,54125,0,32500,2500,2500,48874,17,450,3,6463,1
620,29861,0,32500,2500,2500,28190,15,0,0,6407,1
621,126148,0,5000,2500,2500,6273,8,0,0,6435,2
622,62080,2975,5000,2500,2500,19113,32,10650,28,6434,2
623,175131,0,50000,2500,2500,53495,15,0,0,6431,1
624,365918,0,50000,2500,2500,83752,23,1373,7,6429,1
625,105547,0,17500,2500,2500,24973,26,500,1,6415,2
626,67615,0,17500,2500,2500,14168,13,0,0,6413,2
627,33554,0,32500,2500,2500,27410,16,350,1,6428,1
628,163083,0,2500,2500,2500,3825,9,450,4,6428,2
629,747983,0,32500,2500,2500,26117,15,50,1,6427,1
630,415070,588,50000,2500,2500,153183,41,3802,20,6423,1
631,18111,0,2500,2500,2500,4625,26,0,0,6463,2
632,41526,0,2500,2500,2500,0,0,0,0,6406,2
633,38021,0,2500,2500,2500,5538,9,0,0,6407,2
634,17500,0,2500,2500,2500,0,0,0,0,6400,2
635,5906,0,2500,2500,2500,280,1,0,0,6395,2
636,70133,0,5000,2500,2500,7396,16,0,0,6392,2
637,32010,0,2500,2500,2500,12315,6,650,2,6421,2
638,82605,0,17500,2500,2500,23049,15,0,0,6417,2
639,77285,0,50000,2500,2500,63841,32,0,0,6417,1
640,15219,0,2500,2500,2500,0,0,0,0,6427,2
641,54889,0,5000,2500,2500,13150,4,0,0,6438,2
642,8910,0,2500,2500,2500,150,1,150,1,6413,2
643,49891,0,2500,2500,2500,500,1,500,1,6392,2
644,10484,0,2500,2500,2500,0,0,0,0,6375,2
645,15496,0,2500,2500,2500,0,0,0,0,6324,2
646,16714,0,2500,2500,2500,0,0,0,0,6214,2
647,25835,0,17500,2500,2500,15153,15,0,0,6142,2
648,3487,0,2500,2500,2500,710,1,0,0,6059,2
649,347096,0,2500,2500,2500,12000,6,0,0,6408,2
650,155962,1199,17500,2500,2500,16510,16,50,1,6406,2
651,160572,0,2500,2500,2500,8163,18,500,1,6403,2
652,257068,2586,2500,2500,2500,5900,4,400,1,6420,2
653,48410,0,32500,2500,2500,37869,16,500,1,6395,1
654,33269,0,2500,2500,2500,4675,10,200,1,6396,2
655,25685,0,2500,2500,2500,185,3,0,0,6382,2
656,50500,0,2500,2500,2500,4765,14,0,0,6380,2
657,97486,0,17500,2500,2500,22707,15,0,0,6387,2
658,323459,0,2500,2500,2500,12000,8,1500,3,6378,2
659,11821,0,2500,2500,2500,10697,10,0,0,6387,2
660,37039,0,32500,2500,2500,29976,18,0,0,6375,1
661,28306,0,2500,2500,2500,233,3,0,0,6371,2
662,109532,0,50000,2500,2500,128048,53,7939,26,6372,1
663,91974,0,17500,2500,2500,19223,18,500,1,6372,2
664,65823,0,32500,2500,2500,28208,19,300,3,6373,1
665,104824,0,17500,2500,2500,14582,15,0,0,6366,2
666,16061,0,2500,2500,2500,2750,11,0,0,6366,2
667,55237,0,5000,2500,2500,5547,14,0,0,6358,2
668,10491,0,2500,2500,2500,5025,11,150,1,6357,2
669,192334,0,32500,2500,2500,33950,21,1450,4,6366,1
670,45501,0,32500,2500,2500,49656,17,316,1,6375,1
671,18661,0,2500,2500,2500,0,0,0,0,6352,2
672,89668,0,32500,2500,2500,29130,14,0,0,6350,1
673,53327,0,2500,2500,2500,8650,6,650,2,6350,2
674,133143,0,32500,2500,2500,43643,14,50,1,6385,1
675,22268,0,17500,2500,2500,23582,15,200,1,6339,2
676,26556,3490,2500,2500,2500,2845,14,720,4,6339,2
677,9601,0,17500,2500,2500,20467,16,0,0,6338,2
678,280561,0,17500,2500,2500,12154,13,0,0,6337,2
679,146248,0,2500,2500,2500,2900,4,1400,3,6333,2
680,9483,0,2500,2500,2500,1000,1,0,0,6340,2
681,119082,5051,2500,2500,2500,4230,17,3600,14,6340,2
682,232171,0,17500,2500,2500,22258,30,650,2,6340,2
683,369816,1745,32500,2500,2500,46942,35,7266,17,6340,1
684,37381,0,2500,2500,2500,6091,16,0,0,6332,2
685,173543,0,50000,2500,2500,92752,25,0,0,6329,1
686,31211,0,2500,2500,2500,280,4,100,1,6330,2
687,47780,0,50000,2500,2500,88773,20,250,2,6329,1
688,79479,0,17500,2500,2500,23167,13,0,0,6118,2
689,81960,0,32500,2500,2500,37072,22,700,7,6326,1
690,20162,0,2500,2500,2500,2750,15,0,0,6324,2
691,105683,0,32500,2500,2500,28386,17,0,0,6361,1
692,234327,0,32500,2500,2500,30406,28,150,2,6319,1
693,463494,0,17500,2500,2500,27390,17,750,1,6323,2
694,17334,0,2500,2500,2500,6783,27,50,1,6318,2
695,57909,0,2500,2500,2500,5150,4,0,0,6323,2
696,17949,0,2500,2500,2500,0,0,0,0,6312,2
697,529477,0,5000,2500,2500,31624,28,2098,5,6311,2
698,71543,0,2500,2500,2500,0,0,0,0,6305,2
699,111897,0,17500,2500,2500,14728,14,0,0,6310,2
700,61598,0,2500,2500,2500,0,0,0,0,6311,2
701,417875,0,32500,2500,2500,44472,18,0,0,6308,1
702,340874,0,50000,2500,2500,68090,43,5676,27,6305,1
703,32774,0,2500,2500,2500,0,0,0,0,6304,2
704,242910,1115,50000,2500,2500,103935,18,500,1,6296,1
705,137843,0,32500,2500,2500,45416,24,250,1,6302,1
706,30530,0,2500,2500,2500,5590,12,2950,9,6298,2
707,30973,0,2500,2500,2500,0,0,0,0,6298,2
708,238749,0,2500,2500,2500,7134,14,3134,12,6297,2
709,16803,0,2500,2500,2500,1287,6,0,0,6291,2
710,23553,810,2500,2500,2500,1587,4,487,2,6295,2
711,48161,0,32500,2500,2500,41174,24,0,0,6294,1
712,21616,0,2500,2500,2500,0,0,0,0,6291,2
713,13114,0,5000,2500,2500,14029,13,0,0,6289,2
714,117120,0,32500,2500,2500,41278,17,500,1,6288,1
715,52987,0,17500,2500,2500,17510,15,0,0,6289,2
716,150176,0,32500,2500,2500,29999,17,400,1,6284,1
717,19002,0,17500,2500,2500,22675,21,0,0,6277,2
718,60976,0,50000,2500,2500,97318,31,7000,14,6282,1
719,50675,0,2500,2500,2500,1100,2,100,1,6282,2
720,65466,0,5000,2500,2500,5488,13,0,0,6280,2
721,64280,0,17500,2500,2500,21721,18,0,0,6280,2
722,14523,0,2500,2500,2500,4197,4,0,0,6276,2
723,384470,0,17500,2500,2500,20468,16,0,0,6280,2
724,9157,0,2500,2500,2500,75,2,0,0,6274,2
725,151904,733,50000,2500,2500,76440,25,950,8,6273,1
726,13781,0,32500,2500,2500,48914,19,500,1,6269,1
727,40567,0,17500,2500,2500,18122,16,0,0,6268,2
728,43090,0,17500,2500,2500,11411,10,0,0,6259,2
729,1875,0,2500,2500,2500,1250,3,0,0,6266,2
730,126555,0,32500,2500,2500,41253,19,0,0,6280,1
731,16472,0,32500,2500,2500,45517,12,0,0,6262,1
732,21270,0,2500,2500,2500,318,10,0,0,6256,2
733,33410,0,2500,2500,2500,818,12,0,0,6255,2
734,15750,0,2500,2500,2500,1065,3,0,0,6254,2
735,104665,0,5000,2500,2500,9547,12,0,0,6249,2
736,86285,0,50000,2500,2500,61274,14,0,0,6249,1
737,41967,0,2500,2500,2500,2125,10,0,0,6247,2
738,35026,0,2500,2500,2500,9799,27,500,1,6247,2
739,138411,0,50000,2500,2500,53843,14,0,0,6247,1
740,127693,0,17500,2500,2500,17383,15,0,0,6246,2
741,52050,0,32500,2500,2500,43190,14,0,0,6245,1
742,37162,0,2500,2500,2500,0,0,0,0,6241,2
743,440265,4081,2500,2500,2500,22750,15,1250,10,6234,2
744,66572,0,5000,2500,2500,8048,14,450,2,6240,2
745,237093,0,32500,2500,2500,42020,15,0,0,6240,1
746,79561,0,2500,2500,2500,6333,12,400,2,6231,2
747,131528,0,5000,2500,2500,10365,17,500,1,6227,2
748,11820,0,2500,2500,2500,2045,5,0,0,6227,2
749,20810,0,2500,2500,2500,1713,13,0,0,6225,2
750,189423,0,50000,2500,2500,63584,31,600,1,6476,1
751,96477,0,2500,2500,2500,2987,13,0,0,6221,2
752,106471,0,2500,2500,2500,8444,5,100,1,6220,2
753,33374,0,17500,2500,2500,20441,13,0,0,6214,2
754,210018,0,32500,2500,2500,48914,16,0,0,6217,1
755,26740,0,2500,2500,2500,619,7,0,0,6213,2
756,244216,0,32500,2500,2500,39166,14,0,0,6214,1
757,76737,0,32500,2500,2500,34648,31,0,0,6211,1
758,20999,0,17500,2500,2500,15914,13,0,0,6206,2
759,43179,0,17500,2500,2500,11915,6,0,0,6214,2
760,119214,0,5000,2500,2500,10028,16,0,0,6205,2
761,14988,0,2500,2500,2500,2100,10,0,0,6203,2
762,21334,0,2500,2500,2500,5472,20,0,0,6200,2
763,104307,0,32500,2500,2500,51769,24,450,1,6197,1
764,34357,0,50000,2500,2500,73622,25,100,1,6198,1
765,231437,0,17500,2500,2500,31266,26,1550,4,6340,2
766,14662,0,2500,2500,2500,1110,12,0,0,6197,2
767,13144,0,17500,2500,2500,18615,18,0,0,6196,2
768,10978,0,17500,2500,2500,14313,11,0,0,6193,2
769,150698,0,32500,2500,2500,43589,20,1200,4,6193,1
770,18035,0,2500,2500,2500,811,2,0,0,6193,2
771,194604,0,5000,2500,2500,6606,10,0,0,6190,2
772,117852,2376,2500,2500,2500,11406,21,3850,13,6186,2
773,32356,0,17500,2500,2500,22918,19,0,0,6571,2
774,44247,948,32500,2500,2500,40939,26,0,0,6184,1
775,23431,0,2500,2500,2500,3546,10,0,0,6182,2
776,37773,0,5000,2500,2500,8436,15,0,0,6179,2
777,245758,0,2500,2500,2500,2750,4,750,2,6179,2
778,63587,0,2500,2500,2500,500,1,500,1,6184,2
779,15088,0,2500,2500,2500,5625,15,0,0,6177,2
780,152539,0,50000,2500,2500,65972,14,0,0,6187,1
781,333500,0,50000,2500,2500,69780,23,1258,4,6171,1
782,15064,0,2500,2500,2500,2910,9,0,0,6171,2
783,19032,0,2500,2500,2500,2375,12,0,0,6169,2
784,66434,0,17500,2500,2500,13041,13,0,0,6230,2
785,146097,0,5000,2500,2500,6919,16,0,0,6165,2
786,8207,0,2500,2500,2500,1750,7,0,0,6184,2
787,293648,0,17500,2500,2500,22148,15,0,0,6161,2
788,147472,0,17500,2500,2500,20645,16,0,0,6163,2
789,103993,0,17500,2500,2500,14149,13,100,1,6158,2
790,34651,0,2500,2500,2500,4000,6,500,1,6157,2
791,102339,0,32500,2500,2500,47498,19,0,0,6156,1
792,149167,0,32500,2500,2500,48521,13,0,0,6155,1
793,105249,0,32500,2500,2500,36093,15,0,0,6153,1
794,55610,0,2500,5000,2500,5095,13,0,0,6151,2
795,70391,0,2500,2500,2500,6000,4,0,0,6150,2
796,74645,0,32500,2500,2500,40367,18,0,0,6147,1
797,26939,0,32500,2500,2500,29264,15,0,0,6148,1
798,207655,500,50000,2500,2500,78967,31,0,0,6144,1
799,7421,0,2500,2500,2500,0,0,0,0,6142,2
800,74924,6286,32500,2500,2500,59650,13,0,0,6141,1
801,17599,0,2500,2500,2500,100,1,0,0,6029,2
802,5594,0,2500,2500,2500,370,1,0,0,5835,2
803,66122,0,17500,2500,2500,11756,13,0,0,5630,2
804,12024,0,2500,2500,2500,0,0,0,0,5119,2
805,42044,2253,17500,2500,2500,11433,10,0,0,6140,2
806,83105,0,32500,2500,2500,65077,28,753,3,6137,1
807,152063,0,32500,2500,2500,34257,19,1100,3,6159,1
808,59546,0,17500,2500,2500,20730,4,0,0,6135,2
809,1258,0,2500,2500,2500,475,4,0,0,6134,2
810,75181,0,2500,2500,2500,2455,7,1100,3,6133,2
811,68255,0,17500,2500,2500,19077,22,400,2,6130,2
812,58229,0,50000,2500,2500,53108,16,500,1,6137,1
813,97349,0,32500,2500,2500,42774,14,0,0,6128,1
814,131424,0,50000,2500,2500,58814,14,50,1,6128,1
815,24011,0,5000,2500,2500,20442,9,0,0,6123,2
816,64538,0,2500,2500,2500,0,0,0,0,6123,2
817,3832,0,2500,2500,2500,1000,1,0,0,6120,2
818,3268,0,32500,2500,2500,52263,32,0,0,6120,1
819,36790,0,2500,2500,2500,7158,14,0,0,6133,2
820,363165,2565,2500,2500,2500,5950,11,1850,8,6116,2
821,179382,0,2500,2500,2500,4225,7,0,0,6115,2
822,218207,0,2500,2500,2500,8500,4,0,0,6114,2
823,765738,0,50000,2500,2500,62133,14,0,0,6112,1
824,54265,0,2500,2500,2500,0,0,0,0,6109,2
825,69959,0,17500,2500,2500,16504,13,0,0,6108,2
826,86380,2643,2500,2500,2500,13500,3,0,0,6102,2
827,48321,0,2500,2500,2500,0,0,0,0,6102,2
828,78130,0,32500,2500,2500,37251,15,900,2,6120,1
829,25333,0,17500,2500,2500,11229,16,300,2,6099,2
830,54522,0,17500,2500,2500,21221,45,2500,5,6125,2
831,75413,0,32500,2500,2500,31726,18,0,0,6094,1
832,292533,0,50000,2500,2500,64186,15,1000,2,6095,1
833,114932,8559,2500,2500,2500,3150,13,1650,12,6092,2
834,18932,0,17500,2500,2500,24660,22,0,0,6091,2
835,35997,0,50000,2500,2500,71171,19,900,5,6088,1
836,136664,0,32500,2500,2500,36024,15,0,0,6086,1
837,173191,0,32500,2500,2500,31503,13,0,0,6084,1
838,16528,0,2500,2500,2500,250,2,0,0,6081,2
839,119932,0,17500,2500,2500,22463,26,5177,11,6077,2
840,144171,0,32500,2500,2500,33200,15,0,0,6073,1
841,77109,0,50000,2500,2500,60000,7,0,0,6071,1
842,144973,0,17500,2500,2500,23703,14,0,0,6280,2
843,75027,0,2500,2500,2500,1390,3,500,1,6067,2
844,96387,0,32500,2500,2500,43512,20,0,0,6065,1
845,34854,0,2500,2500,2500,750,5,650,4,6063,2
846,44307,0,5000,2500,2500,7944,8,0,0,6060,2
847,73836,0,50000,2500,2500,64748,19,0,0,6087,1
848,20126,0,2500,2500,2500,0,0,0,0,6053,2
849,56268,0,32500,2500,2500,33447,14,100,1,6017,1
850,25629,0,32500,2500,50000,107308,36,600,2,5966,1
851,70774,0,17500,2500,2500,32635,31,1400,14,5931,2
852,6371,0,2500,2500,2500,1404,8,0,0,5905,2
853,95595,0,17500,2500,2500,12060,14,0,0,5877,2
854,51843,0,32500,2500,2500,40997,17,0,0,5859,1
855,84868,0,32500,2500,2500,33187,15,0,0,6057,1
856,79629,0,2500,2500,2500,2550,2,50,1,6091,2
857,58620,0,2500,2500,2500,2125,10,0,0,6051,2
858,70380,0,50000,2500,2500,74399,12,0,0,6050,1
859,93473,0,17500,2500,2500,20257,15,0,0,6049,2
860,131621,0,5000,2500,2500,27846,31,6047,11,6045,2
861,195563,0,17500,2500,2500,16715,13,0,0,6042,2
862,21138,0,2500,2500,2500,4500,2,0,0,6031,2
863,93319,0,2500,2500,2500,270,3,100,1,6043,2
864,56606,3818,32500,2500,2500,61634,14,100,1,6039,1
865,38763,0,32500,2500,2500,34652,13,0,0,6037,1
866,16430,0,5000,2500,2500,8528,12,0,0,6036,2
867,61440,0,5000,2500,2500,8156,25,0,0,6032,2
868,206648,0,2500,2500,2500,5132,16,2450,11,6030,2
869,323273,0,2500,2500,2500,9000,5,500,1,6028,2
870,76702,0,17500,2500,2500,21568,17,0,0,6025,2
871,19348,0,17500,2500,2500,17059,19,0,0,6022,2
872,31669,0,5000,2500,2500,8384,15,0,0,6018,2
873,40902,0,2500,2500,2500,4850,7,1350,5,6018,2
874,16906,0,2500,2500,2500,2750,15,0,0,6017,2
875,65508,0,2500,2500,2500,14000,7,2500,5,6015,2
876,10152,0,2500,2500,2500,0,0,0,0,6010,2
877,21461,0,17500,2500,2500,40806,28,0,0,6011,2
878,28979,0,5000,2500,2500,6494,12,0,0,6010,2
879,24711,0,2500,2500,2500,3193,11,500,1,6009,2
880,301447,0,50000,2500,2500,63866,18,500,1,6004,1
881,234308,0,17500,2500,2500,21078,15,200,1,6007,2
882,37832,0,2500,2500,2500,0,0,0,0,6004,2
883,135168,0,32500,2500,2500,29156,16,300,2,6002,1
884,134650,0,32500,2500,2500,40232,17,2055,2,6000,1
885,20665,0,17500,2500,2500,19947,16,0,0,5997,2
886,5546,0,2500,2500,2500,2631,6,0,0,5995,2
887,91736,0,32500,2500,2500,26724,14,0,0,5994,1
888,444159,0,2500,2500,2500,0,0,0,0,5993,2
889,94167,0,2500,2500,2500,6500,4,500,1,5990,2
890,132256,0,5000,2500,2500,15040,24,899,3,5988,2
891,149959,0,50000,2500,2500,85844,51,1400,4,5986,1
892,104338,0,2500,2500,2500,2500,1,0,0,5982,2
893,38312,0,32500,2500,2500,37419,14,0,0,5980,1
894,1860,0,2500,2500,2500,65,2,0,0,5976,2
895,54337,0,2500,2500,2500,2131,9,230,1,5976,2
896,218763,8753,2500,2500,2500,11650,6,1150,3,5975,2
897,26204,967,2500,2500,2500,4030,6,2930,4,5989,2
898,27876,0,2500,2500,2500,0,0,0,0,5972,2
899,115533,0,5000,2500,2500,8867,15,0,0,5968,2
900,129412,0,50000,2500,2500,62510,21,0,0,5982,1
901,172110,9325,50000,2500,2500,21382,23,950,3,5944,1
902,143378,0,2500,2500,2500,3000,4,1500,3,5905,2
903,120476,0,5000,2500,2500,9406,14,0,0,5870,2
904,15835,0,5000,2500,50000,112171,16,0,0,5825,2
905,289351,0,50000,2500,2500,147787,35,500,1,5789,1
906,32141,0,2500,2500,2500,3500,14,0,0,5768,2
907,967,0,2500,2500,2500,980,2,0,0,5716,2
908,20281,0,2500,2500,2500,0,0,0,0,5567,2
909,111072,0,32500,2500,2500,50533,19,350,1,5541,1
910,2111,0,2500,2500,2500,100,1,0,0,5962,2
911,322454,0,32500,2500,2500,44591,23,250,1,5961,1
912,4600,0,2500,2500,2500,140,1,0,0,5959,2
913,23390,0,2500,2500,2500,1650,3,150,1,5958,2
914,210496,0,2500,2500,2500,9022,24,4900,19,5953,2
915,40189,0,2500,2500,2500,0,0,0,0,5952,2
916,21747,0,2500,2500,2500,0,0,0,0,5638,2
917,212051,0,50000,2500,2500,76256,23,2993,6,5523,1
918,266200,0,2500,2500,2500,5000,1,0,0,5583,2
919,54148,0,32500,2500,2500,40233,14,350,1,5949,1
920,25512,0,2500,2500,2500,0,0,0,0,5393,2
921,28519,0,2500,2500,2500,2125,2,0,0,5405,2
922,219387,0,50000,2500,2500,105913,21,150,2,5951,1
